Dataset,Actviity,SMILES,True_Value,Prediction,Probability,Best_Threshold,Features,Scaled_Probability
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,1.0,1,0.5127681145505694,0.4936268288553795,MOA with Cmax unbound,0.5189003750454653
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,1.0,1,0.508577629676225,0.4906425098626886,MOA with Cmax total,0.5176056307807524
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,1.0,0,0.4700065629397276,0.5,Ensemble (selected models),0.4700065629397276
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.6443451230054562,0.5416016694861063,Structural,0.6120678749027815
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.7171770454781125,0.5346172434721845,Mordred,0.6961394136817535
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.7151695643161194,0.4047789187234859,Cell Painting,0.7607355950220783
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,0,0.5492682587035665,0.5531705220883274,LINCSL1000,0.496472820559898
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.5732501275742685,0.5440327794321899,GeneOntology,0.5320388690503833
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.6796702564176035,0.5475010523391409,CellScape,0.6460436590645082
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.6370205362477055,0.48498710804069,MOA,0.6476015752038954
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.822147504394396,0.7662218798871372,CellScape with Cmax unbound,0.6196126149022397
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.7408017334471987,0.7031858965728724,CellScape with Cmax total,0.5633659863867646
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,0,0.4881449793888704,0.4936268288553795,MOA with Cmax unbound,0.49444737487301854
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,0,0.4718689111673458,0.4906425098626886,MOA with Cmax total,0.4808683529066848
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0,1,0.6076811436910646,0.5,Ensemble (selected models),0.6076811436910646
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.6785825837370166,0.5416016694861063,Structural,0.649412536142252
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.677881868279553,0.5346172434721845,Mordred,0.6539212860788555
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.7480980876058492,0.4047789187234859,Cell Painting,0.7883963452252727
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.5561476526232291,0.5531705220883274,LINCSL1000,0.503331394505143
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.623891759282431,0.5440327794321899,GeneOntology,0.5875709659027614
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.5616058036551038,0.5475010523391409,CellScape,0.5155853968157007
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.558942070353348,0.48498710804069,MOA,0.5717991369413147
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,0,0.6495144825399644,0.7662218798871372,CellScape with Cmax unbound,0.42384229659144973
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,0,0.6587513004941803,0.7031858965728724,CellScape with Cmax total,0.4684048014221746
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.5127681145505694,0.4936268288553795,MOA with Cmax unbound,0.5189003750454653
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.5142482627772317,0.4906425098626886,MOA with Cmax total,0.5231720877493915
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,1.0,1,0.5637158741916148,0.5,Ensemble (selected models),0.5637158741916148
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.5592762710842614,0.5416016694861063,Structural,0.5192786496171797
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,0,0.3554115115519649,0.5346172434721845,Mordred,0.3323980996606748
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.4713657993523851,0.4047789187234859,Cell Painting,0.5559345785318093
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.6262025776549982,0.5531705220883274,LINCSL1000,0.5817225129237193
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.5841607840886707,0.5440327794321899,GeneOntology,0.5440031682612074
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.6083165721292828,0.5475010523391409,CellScape,0.5671996256615852
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,0,0.4782336300986983,0.48498710804069,MOA,0.4930374665325897
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,0,0.7619385819254207,0.7662218798871372,CellScape with Cmax unbound,0.4972049232251451
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,0,0.6583851908279833,0.7031858965728724,CellScape with Cmax total,0.46814447931675324
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.5118041867940152,0.4936268288553795,MOA with Cmax unbound,0.5179485792044897
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.5097859919558365,0.4906425098626886,MOA with Cmax total,0.5187917940383946
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,1,0.5273069527825457,0.5,Ensemble (all models),0.5273069527825457
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0,0,0.4831416858045296,0.5,Ensemble (selected models),0.4831416858045296
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.6198712035008554,0.5416016694861063,Structural,0.585372839302233
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.6401659156838643,0.5346172434721845,Mordred,0.6133998528428193
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.4998228255626807,0.4047789187234859,Cell Painting,0.5798391638241064
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.5933235066449009,0.5531705220883274,LINCSL1000,0.5449309932999885
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.6097027330098467,0.5440327794321899,GeneOntology,0.5720117045868767
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.5596265725257263,0.5475010523391409,CellScape,0.5133983960065176
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.909516372384894,0.48498710804069,MOA,0.912154016891819
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.7780939590680833,0.7662218798871372,CellScape with Cmax unbound,0.5253917671491553
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,0,0.6055118910497632,0.7031858965728724,CellScape with Cmax total,0.4305489444546993
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.561665368629858,0.4936268288553795,MOA with Cmax unbound,0.5671822123007447
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.5809202958433235,0.4906425098626886,MOA with Cmax total,0.5886192779419992
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.0,1,0.6072488879066812,0.5,Ensemble (selected models),0.6072488879066812
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5733922739414056,0.5416016694861063,Structural,0.5346757419684098
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.9193564912565362,0.5346172434721845,Mordred,0.9133578676774159
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.6243504584781795,0.4047789187234859,Cell Painting,0.6844453654798309
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.6117165034838469,0.5531705220883274,LINCSL1000,0.5655126667886183
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5649156702687503,0.5440327794321899,GeneOntology,0.5228995527469664
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,0,0.5424238049950079,0.5475010523391409,CellScape,0.49536325334678255
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5662980478441243,0.48498710804069,MOA,0.5789406838866652
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.7967149064488502,0.7662218798871372,CellScape with Cmax unbound,0.5652178795581719
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,0,0.6853825058504971,0.7031858965728724,CellScape with Cmax total,0.48734090742636904
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5127681145505694,0.4936268288553795,MOA with Cmax unbound,0.5189003750454653
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5141921636013699,0.4906425098626886,MOA with Cmax total,0.5231170191807064
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.6309427958788759,0.5,Ensemble (all models),0.6309427958788759
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,1.0,1,0.5887992455810581,0.5,Ensemble (selected models),0.5887992455810581
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.3610492057753304,0.5416016694861063,Structural,0.3333161861538467
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.4957708826167002,0.5346172434721845,Mordred,0.46366899746518797
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,1,0.8005064695401917,0.4047789187234859,Cell Painting,0.8324206444167153
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.5385202570113455,0.5531705220883274,LINCSL1000,0.48675791235072124
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,1,0.5739737568666472,0.5440327794321899,GeneOntology,0.5328323792631104
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,1,0.5499091591899364,0.5475010523391409,CellScape,0.5026608977360543
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.4643032664107556,0.48498710804069,MOA,0.47867588510394066
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.7586059175757166,0.7662218798871372,CellScape with Cmax unbound,0.49503018478632954
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.573217688884671,0.7031858965728724,CellScape with Cmax total,0.407586167241387
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.4535909272315029,0.4936268288553795,MOA with Cmax unbound,0.4594471984872543
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.4582337100188501,0.4906425098626886,MOA with Cmax total,0.46697310241940876
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,1,0.508421681354489,0.5,Ensemble (all models),0.508421681354489
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,0.0,0,0.4421468726866375,0.5,Ensemble (selected models),0.4421468726866375
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.2777933431903157,0.5416016694861063,Structural,0.2564553977962229
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.2360062548803754,0.5346172434721845,Mordred,0.22072450688981052
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.3974263019059524,0.4047789187234859,Cell Painting,0.4909177374642919
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.5315297585176264,0.5531705220883274,LINCSL1000,0.48043933768469543
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.5219385646706175,0.5440327794321899,GeneOntology,0.4796940408768823
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.2809392509852143,0.5475010523391409,CellScape,0.25656503287521615
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.4775671313392391,0.48498710804069,MOA,0.4923503361445761
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.5327409845713829,0.7662218798871372,CellScape with Cmax unbound,0.3476414590574302
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.4914193396814337,0.7031858965728724,CellScape with Cmax total,0.3494234896323088
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,1,0.5126471454611792,0.4936268288553795,MOA with Cmax unbound,0.5187809284630992
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.4582337100188501,0.4906425098626886,MOA with Cmax total,0.46697310241940876
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.4239911187879864,0.5,Ensemble (all models),0.4239911187879864
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.0,0,0.3404153109595905,0.5,Ensemble (selected models),0.3404153109595905
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6383245780375899,0.5416016694861063,Structural,0.6055009389356316
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.7577883728106559,0.5346172434721845,Mordred,0.7397715925312036
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.4897021758994193,0.4047789187234859,Cell Painting,0.5713375751021843
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6126028742186493,0.5531705220883274,LINCSL1000,0.5665045113049483
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6353905973032787,0.5440327794321899,GeneOntology,0.6001802473402826
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6340695317836146,0.5475010523391409,CellScape,0.595656000850366
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6605104913325947,0.48498710804069,MOA,0.6704067859584497
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.7074187259194692,0.7031858965728724,CellScape with Cmax total,0.5071304383749338
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.5379154545320568,0.4906425098626886,MOA with Cmax total,0.5464044856360358
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0.0,1,0.6108117070477701,0.5,Ensemble (selected models),0.6108117070477701
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,1,0.553370685284083,0.5416016694861063,Structural,0.5128371058690188
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4201385691938156,0.5346172434721845,Mordred,0.39293398625261033
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,1,0.6026559173504614,0.4047789187234859,Cell Painting,0.6662214300295006
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,1,0.5680731839935838,0.5531705220883274,LINCSL1000,0.5166760057717166
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,1,0.556350181277271,0.5440327794321899,GeneOntology,0.5135068940150374
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4569263496405331,0.5475010523391409,CellScape,0.4172835355186653
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4114794831360417,0.48498710804069,MOA,0.42421692898022245
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.5145907783255368,0.7662218798871372,CellScape with Cmax unbound,0.3357974966737669
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.5041820150355253,0.7031858965728724,CellScape with Cmax total,0.35849838392149547
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4148228653174238,0.4936268288553795,MOA with Cmax unbound,0.42017860564762444
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4167123644734511,0.4906425098626886,MOA with Cmax total,0.42465986547932055
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4359055514231744,0.5,Ensemble (all models),0.4359055514231744
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0.0,0,0.4217383010035555,0.5,Ensemble (selected models),0.4217383010035555
