Drug Groups,Name,SMILES,approved,experimental,illicit,investigational,nutraceutical,vet_approved,withdrawn
['experimental'],RU78783,OP(O)(=O)C(C1=CC=CC=C1)P(O)(O)=O,0,1,0,0,0,0,0
['experimental'],5-(2-Chlorophenyl)Furan-2-Carboxylic Acid,OC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,0,1,0,0,0,0,0
['experimental'],Octanoyl-Coenzyme A,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0,1,0,0,0,0,0
['experimental'],"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Propanoyl-CoA,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0,1,0,0,0,0,0
['experimental'],Anhydrovitamin A,C\C(C=C)=C/C=C/C(/C)=C/C=C1/C(C)=CCCC1(C)C,0,1,0,0,0,0,0
['experimental'],"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1,0,1,0,0,0,0,0
['experimental'],"[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate",[H][C@]1(COS(N)(=O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0,1,0,0,0,0,0
['experimental'],N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide,CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C1=CC=C(S1)C1=NC=CC=C1,0,1,0,0,0,0,0
['experimental'],Zardaverine,COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1,0,1,0,0,0,0,0
['experimental'],"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",COC1=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=CC(OC)=C1OC,0,1,0,0,0,0,0
['experimental'],Zn(Ii)-(20-Oxo-Protoporphyrin Ix),CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4N3[Zn]35N2C1=CC1=C(C=C)C(C)=C(C=C2N3C(C(C)=C2C=C)=C4O)N51,0,1,0,0,0,0,0
['experimental'],(South)-Methanocarba-Thymidine,CC1=CN(C(=O)NC1=O)[C@]12C[C@H]1[C@H](CO)[C@@H](O)C2,0,1,0,0,0,0,0
['experimental'],Hexafluoroacetone Hydrate,OC(O)(C(F)(F)F)C(F)(F)F,0,1,0,0,0,0,0
['experimental'],"Biphenyl-2,3-Diol",OC1=C(O)C(=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],"(4R)-limonene 1α,2α-epoxide",CC(=C)[C@@H]1CC[C@@]2(C)O[C@H]2C1,0,1,0,0,0,0,0
['approved'],Piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,1,0,0,0,0,0,0
['experimental'],"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid",C[C@H](N)[C@@H](CCCCCC(O)=O)NC(=O)OP(O)(O)=O,0,1,0,0,0,0,0
['experimental'],3-Amino-6-Hydroxy-Tyrosine,N[C@@H](CC1=CC(N)=C(O)C=C1O)C(O)=O,0,1,0,0,0,0,0
"['experimental', 'investigational']",K201 free base,COC1=CC=C2SCCN(CC2=C1)C(=O)CCN1CCC(CC2=CC=CC=C2)CC1,0,1,0,1,0,0,0
['experimental'],Adenosine 5'-[gamma-thio]triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]1O,0,1,0,0,0,0,0
['experimental'],CoA-s-acetyl tryptamine,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=CC=CC=C45)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,0,1,0,0,0,0,0
['experimental'],(R)-Bicalutamide,C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0,1,0,0,0,0,0
['experimental'],5'-Deoxy-5'-(Methylthio)-Tubercidin,[H][C@]1(CSC)O[C@@]([H])(N2C=CC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0,1,0,0,0,0,0
['experimental'],9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine,[H][C@@](C)(O)[C@@]1([H])O[C@@]([H])(N2C=NC3=C(C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0,1,0,0,0,0,0
['experimental'],Diglyme,COCCOCCOC,0,1,0,0,0,0,0
['experimental'],4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid,CC1=C(CC(N)=O)C2=C(C=CC(OCCCC(O)=O)=C2)N1CC1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],"Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate",[H][C@]1(COP(O)(=O)OP(O)(=O)C[As](O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0,1,0,0,0,0,0
"['experimental', 'investigational']",Heptanoic acid,CCCCCCC(O)=O,0,1,0,1,0,0,0
['experimental'],"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid",[H][C@@]1(CSC(=N1)C(\N)=C\C)C(O)=O,0,1,0,0,0,0,0
['experimental'],3-(1-Aminoethyl)Nonanedioic Acid,[H][C@@](C)(N)[C@@]([H])(CCCCCC(O)=O)CC(O)=O,0,1,0,0,0,0,0
['experimental'],"Inositol 1,3-Bisphosphate",O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,0,1,0,0,0,0,0
['experimental'],N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,[H]N([H])CCCC(=O)N([H])[C@@H](CSCC1=CC=C(OC)C=C1)C(=O)N([H])CC(O)=O,0,1,0,0,0,0,0
['experimental'],alpha-L-iduronic acid,[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,0,1,0,0,0,0,0
['experimental'],Carpropamide,CC[C@]1([C@@H](C)C1(Cl)Cl)C(=O)N[C@H](C)C1=CC=C(Cl)C=C1,0,1,0,0,0,0,0
['experimental'],2-Fluoro-2'-Deoxyadenosine,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(N)N=C(F)N=C12,0,1,0,0,0,0,0
"['experimental', 'investigational']",Fosmidomycin,ON(CCCP(O)(O)=O)C=O,0,1,0,1,0,0,0
['experimental'],2-Acetyl-Protoporphyrin Ix,CC1=C2C=C3[C@@H](C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C([C@@H]1C=C)N2[Fe@@]6(N34)N78)C(CCC(O)=O)=C5C,0,1,0,0,0,0,0
['experimental'],Hymenialdisine,[H][C@@]12C=C(Br)N=C1C(=O)NCC[C@]2([H])C1=NC(N)=NC1=O,0,1,0,0,0,0,0
['experimental'],3-Hydroxypyruvic Acid,OCC(=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],2-aminoisobutyric acid,CC(C)(N)C(O)=O,0,1,0,0,0,0,0
['experimental'],2-Thiomethyl-3-Phenylpropanoic Acid,[H][C@](CS)(CC1=CC=CC=C1)C(O)=O,0,1,0,0,0,0,0
['experimental'],(Carboxyhydroxyamino)Ethanoic Acid,ON(CC(O)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Ricinoleic acid,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,0,1,0,0,0,0,0
['experimental'],Pentasulfide-Sulfur,[S-]SSS[S-],0,1,0,0,0,0,0
['experimental'],Orotidylic acid,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,0,1,0,0,0,0,0
['experimental'],Selenomethionine Selenoxide,[H][C@](N)(CC[Se](C)=O)C(O)=O,0,1,0,0,0,0,0
"['approved', 'investigational', 'nutraceutical']",Oxitriptan,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,1,0,0,1,1,0,0
['experimental'],1-Carboxyethylaminomethyl-4-Aminomethylbenzene,[NH3+]CC1=CC=C(CNCCC(O)=O)C=C1,0,1,0,0,0,0,0
['experimental'],Rhamnose,[H][C@@](C)(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)C=O,0,1,0,0,0,0,0
"['experimental', 'investigational']",Benzimidazole,N1C=NC2=CC=CC=C12,0,1,0,1,0,0,0
['experimental'],"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1,0,1,0,0,0,0,0
['experimental'],"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",OC[C@H]1O[C@@]2(NC(=S)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,0,1,0,0,0,0,0
['experimental'],Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,[H][C@](N)(CCCN[P@@](N)(=O)NS(O)(=O)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Fluoro-Willardiine,N[C@@H](CN1C=C(F)C(=O)NC1=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],N-Ethylmaleimide,CCN1C(=O)C=CC1=O,0,1,0,0,0,0,0
['experimental'],Penicillin G Acyl-Serine,[H][C@](N)(COC(=O)[C@@]([H])(N=C([O-])CC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1)C([O-])=O,0,1,0,0,0,0,0
['experimental'],5-(2-hydroxyethyl)-4-methylthiazole,CC1=C(CCO)SC=N1,0,1,0,0,0,0,0
['experimental'],2-Propyl-Aniline,CCCC1=CC=CC=C1N,0,1,0,0,0,0,0
['experimental'],2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid,[H][C@](N)(CCOCCN)C(O)=O,0,1,0,0,0,0,0
['experimental'],1-Benzyl-(R)-Propylamine,CC[C@H](N)CC1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,NS(=O)(=O)C1=CC=C(C=C1)\N=N\C1=C2C=C(Br)C=CC2=NC1=O,0,1,0,0,0,0,0
['experimental'],4-(4-Chlorophenyl)Imidazole,ClC1=CC=C(C=C1)C1=CN=CN1,0,1,0,0,0,0,0
['experimental'],GE-2270A,[H][C@]1(NC(=O)CNC(=O)C2=C(COC)SC(=N2)[C@@H](NC(=O)C2=C(C)SC(=N2)[C@H](CC(=O)NC)NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=CSC(=N2)C2=CSC1=N2)C1=NC(=CS1)C1=N[C@@H](CO1)C(=O)N1CCC[C@H]1C(N)=O)C(C)C)[C@@H](O)C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Uridine-5'-diphosphate-2-deoxy-2-fluorogalactose,[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@]3([H])F)[C@@H](O)[C@H]2O)C1=O,0,1,0,0,0,0,0
['experimental'],PNU177836,[H][C@@](O)(N[C@@]([H])(CC1=CC=CC=C1)[C@]([H])(O)N[C@@]([H])(CC1=CC(C(O)=O)=C(OCC(O)=O)C=C1)[C@@]([H])(O)NCCCCC)OC(C)(C)C,0,1,0,0,0,0,0
['experimental'],Beta-Hydroxyleucine,CC(C)[C@H](O)[C@H](N)C(O)=O,0,1,0,0,0,0,0
['experimental'],"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",CS\C(N)=N\CCCCCCCCCCCCCC\N=C(/N)SC,0,1,0,0,0,0,0
['experimental'],Thymidine-5'-(dithio)phosphate,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(S)=S)O1,0,1,0,0,0,0,0
['experimental'],Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,[H][C@@](CCCC)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Bombykol,[H]\C(CCC)=C(/[H])\C(\[H])=C(/[H])CCCCCCCCCO,0,1,0,0,0,0,0
['experimental'],Para-Mercury-Benzenesulfonic Acid,OS(=O)(=O)C1=CC=C([Hg])C=C1,0,1,0,0,0,0,0
['experimental'],"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",COC1=CC2=NC=NC(NC3=CC(SC)=CC=C3)=C2C=C1OC,0,1,0,0,0,0,0
['experimental'],8-iodo-guanine,NC1=NC(=O)C2=C(N1)N=C(I)N2,0,1,0,0,0,0,0
['experimental'],"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)NCC1=CC=CS1,0,1,0,0,0,0,0
['experimental'],Cysteine-S-acetamide,N[C@@H](CSCC(N)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Imino-Tryptophan,[H]N=C(CC1=CNC2=CC=CC=C12)C(O)=O,0,1,0,0,0,0,0
['experimental'],CRA_10972,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=C(Cl)C(=C3)C(N)=N)=C1O,0,1,0,0,0,0,0
['experimental'],S-(2-Acetamidoethyl) hexadecanethioate,CCCCCCCCCCCCCCCC(=O)SCCNC(C)=O,0,1,0,0,0,0,0
['experimental'],S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F,0,1,0,0,0,0,0
['experimental'],1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol,[H][C@@](O)(CNCP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,0,1,0,0,0,0,0
['experimental'],8-Methyl-9-Oxoguanine,CC1=NC2=C(O1)N=C(N)NC2=O,0,1,0,0,0,0,0
['experimental'],Cacodylic acid,C[As](C)(O)=O,0,1,0,0,0,0,0
['experimental'],Cyclohexylammonium Ion,[NH3+]C1CCCCC1,0,1,0,0,0,0,0
['experimental'],2-(Thiomethylene)-4-Methylpentanoic Acid,[H][C@](CS)(CC(C)C)C(O)=O,0,1,0,0,0,0,0
['experimental'],Metribolone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],0,1,0,0,0,0,0
['experimental'],Quisqualic acid,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],S-9-(2-hydroxypropyl)adenine,[H][C@@](C)(O)CN1C=NC2=C(N)N=CN=C12,0,1,0,0,0,0,0
['experimental'],Peridinin,CC(=O)O[C@H]1CC(C)(C)C(=C=C\C(C)=C\C=C\C=C\C=C(/C)\C=C2/OC(=O)C(\C=C\[C@@]34O[C@]3(C)C[C@@H](O)CC4(C)C)=C2)[C@](C)(O)C1,0,1,0,0,0,0,0
['experimental'],p-Iodophenol,OC1=CC=C(I)C=C1,0,1,0,0,0,0,0
['experimental'],Glutathione sulfonic acid,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CS(O)(=O)=O)C(=O)N([H])CC(O)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],"(2S)-2-amino-6-[[(3R,4R)-1-[(1S)-1-carboxy-2-[(S)-methylsulfinyl]ethyl]-2-oxo-4-sulfanylazetidin-3-yl]amino]-6-oxohexanoic acid",[H]N([H])[C@@H](CCCC(=O)N([H])[C@@H]1C(=O)N([C@H](C[S@](C)=O)C(O)=O)[C@]1([H])S)C(O)=O,0,1,0,0,0,0,0
['experimental'],"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN=NN1CCNC1=C2CCCCC2=NC2=C1C=CC=C2,0,1,0,0,0,0,0
"['experimental', 'vet_approved']",Arsanilic acid,NC1=CC=C(C=C1)[As](O)(O)=O,0,1,0,0,0,1,0
['experimental'],"9r,13r-Opda",[H][C@@]1(CCCCCCCC(O)=O)C=CC(=O)[C@]1([H])CC=CCC,0,1,0,0,0,0,0
['experimental'],5-fluoro-beta-L-gulosyl fluoride,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(O)[C@](F)(CO)OC1([H])F,0,1,0,0,0,0,0
['experimental'],2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,[H]N1C(SCC(=O)N2CCCCC2)=NC(=O)C=C1C(F)(F)F,0,1,0,0,0,0,0
"['experimental', 'investigational']",Patupilone,[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,0,1,0,1,0,0,0
['experimental'],Adenosine-5'-(Dithio)Phosphate,[H][C@]1(COP(O)(S)=S)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)[C@]1([H])O,0,1,0,0,0,0,0
['experimental'],Phenylalanine-N-Sulfonamide,[H][C@@](CC1=CC=CC=C1)(NS(N)(=O)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,0,1,0,0,0,0,0
['experimental'],"6-hydroxy-1,6-dihydro purine nucleoside",[H]N1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1[C@H](O)N=CN2[H],0,1,0,0,0,0,0
['experimental'],CRA_1801,NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=C(O)C=CC=N1,0,1,0,0,0,0,0
"['approved', 'experimental']",Lauric acid,CCCCCCCCCCCC(O)=O,1,1,0,0,0,0,0
['experimental'],"3,4-dimethylaniline",CC1=CC=C(N)C=C1C,0,1,0,0,0,0,0
['experimental'],"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",NC1=NC=CC(=N1)C1=C(Cl)SC(Cl)=C1,0,1,0,0,0,0,0
['experimental'],5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,NC(=O)C1=C[NH+]=CC(=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,0,1,0,0,0,0,0
['experimental'],Ulapualide A,[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO,0,1,0,0,0,0,0
['experimental'],"3-[2,6,8-Trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O,0,1,0,0,0,0,0
['experimental'],"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1,0,1,0,0,0,0,0
['experimental'],2-Methyl-3-(2-Aminothiazolo)Propanal,[H][C@](C)(CC1=CSC(N)=N1)C=O,0,1,0,0,0,0,0
['experimental'],(S)-oct-1-en-3-ol,CCCCC[C@H](O)C=C,0,1,0,0,0,0,0
['experimental'],Phosphoglycolohydroxamic Acid,ONC(=O)COP(O)(O)=O,0,1,0,0,0,0,0
['experimental'],1h-Benoximidazole-2-Carboxylic Acid,OC(=O)C1=NC2=CC=CC=C2N1,0,1,0,0,0,0,0
['experimental'],4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,0,1,0,0,0,0,0
['experimental'],Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,0,1,0,0,0,0,0
['experimental'],S-octylglutathione,CCCCCCCCSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,0,1,0,0,0,0,0
['experimental'],4-methoxybenzenesulfinate,COC1=CC=C(C=C1)S([O-])=O,0,1,0,0,0,0,0
['experimental'],D-Levofloxacin,C[C@@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,0,1,0,0,0,0,0
['experimental'],"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",OC1=CC=CC2=C1C(=O)C1=C(O)C=CC(=C1C2=O)[N+]([O-])=O,0,1,0,0,0,0,0
['experimental'],Oxidized Acetyl Dithranol,OC(=O)CC1=C(O)C2=C(C=C1)C(=O)C1=C(C(O)=CC=C1)C2=O,0,1,0,0,0,0,0
['experimental'],LY341770,[H]N([H])C1=NC(=O)C2=C(N([H])C=C2CCC2=CC=C(C=C2)C(=O)N([H])[C@@H](CCC2=NN([H])N=N2)C(O)=O)N1[H],0,1,0,0,0,0,0
['experimental'],"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=CC=C1F,0,1,0,0,0,0,0
['experimental'],Nitrilotriacetic acid,OC(=O)CN(CC(O)=O)CC(O)=O,0,1,0,0,0,0,0
['experimental'],UDP-alpha-D-glucuronic acid,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,0,1,0,0,0,0,0
['experimental'],5-Phosphoarabinonic Acid,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(O)=O,0,1,0,0,0,0,0
['experimental'],"(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid",[H][C@](N)(CC1=CNC2=C1C=C[Se]2)C(O)=O,0,1,0,0,0,0,0
['investigational'],Doramapimod,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C,0,0,0,1,0,0,0
['experimental'],Pantothenyl-Aminoethanol-Acetate Pivalic Acid,CC(=O)OCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)C(C)(C)C,0,1,0,0,0,0,0
['experimental'],7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,COC1=CC=C2C=CC(=CC2=C1C1=CN(N=C1)S(C)(=O)=O)C(N)=N,0,1,0,0,0,0,0
['experimental'],L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine,[H]\C(C)=C(\[H])CCC([H])=C([H])CC\C([H])=C(/[H])CCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C([H])=C(/[H])C\C([H])=C(/[H])CCC,0,1,0,0,0,0,0
['experimental'],6-Carboxymethyluracil,OC(=O)CC1=CC(=O)NC(=O)N1,0,1,0,0,0,0,0
['experimental'],S-Selanyl Cysteine,N[C@@H](CS[SeH])C(O)=O,0,1,0,0,0,0,0
['experimental'],(S)-2-Tetrahydrofuroic acid,OC(=O)[C@H]1CCCO1,0,1,0,0,0,0,0
['experimental'],Dazoxiben,OC(=O)C1=CC=C(OCCN2C=CN=C2)C=C1,0,1,0,0,0,0,0
['experimental'],1-Aminocyclopropylphosphonate,NC1(CC1)[P@](O)([O-])=O,0,1,0,0,0,0,0
['experimental'],Bromoform,BrC(Br)Br,0,1,0,0,0,0,0
['experimental'],4-Piperidino-Piperidine,C1CCN(CC1)C1CCNCC1,0,1,0,0,0,0,0
['experimental'],Malonaldehyde,[H]C(=O)CC([H])=O,0,1,0,0,0,0,0
['experimental'],2-Aminobenzyl alcohol,NC1=CC=CC=C1CO,0,1,0,0,0,0,0
['experimental'],Acetoacetyl-CoA,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0,1,0,0,0,0,0
['experimental'],Sri-9662,COC1=CC(\C=C/C2=C(C)C3=C(N)N=C(N)N=C3N=C2)=C(OC)C=C1,0,1,0,0,0,0,0
['experimental'],(R)-N-(1-Methyl-Hexyl)-Formamide,CCCCC[C@H](C)NC=O,0,1,0,0,0,0,0
['experimental'],(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,CN1C=CN=C1C(=O)C1=C(C)C2=C(O1)C=CC=C2OCCCNCC1=CN=CC=C1,0,1,0,0,0,0,0
['experimental'],"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide",COC1=CC(=CC(OC)=C1OCC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC[C@@H]1CCC2OCOC2C1)C(=O)CCN1C(=O)C2=CC=CC=C2C1=O,0,1,0,0,0,0,0
['experimental'],"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",CCCCCCCCCCC1=C(O)C(=O)NC1=O,0,1,0,0,0,0,0
